Issuer Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Nominal,Price,Location,Exchange,Market Currency
NST,NORTHERN STAR RESOURCES LTD,Materials,Equity,"21,494,110.48",0.02,"21,494,110.48","2,038,290.00",10.55,Australia,Asx - All Markets,AUD
FBK,FINECOBANK BANCA FINECO,Financials,Equity,"21,395,260.99",0.02,"21,395,260.99","1,016,117.00",21.06,Italy,Borsa Italiana,EUR
SCG,SCENTRE GROUP,Real Estate,Equity,"21,361,965.60",0.02,"21,361,965.60","8,769,332.00",2.44,Australia,Asx - All Markets,AUD
7936,ASICS CORP,Consumer Discretionary,Equity,"21,304,934.04",0.02,"21,304,934.04","898,800.00",23.70,Japan,Tokyo Stock Exchange,JPY
DOCU,DOCUSIGN INC,Information Technology,Equity,"21,269,612.00",0.02,"21,269,612.00","288,050.00",73.84,United States,NASDAQ,USD
CG,CARLYLE GROUP INC,Financials,Equity,"21,221,249.90",0.02,"21,221,249.90","353,099.00",60.10,United States,NASDAQ,USD
HEN3,HENKEL & KGAA PREF AG,Consumer Staples,Equity,"21,204,757.23",0.02,"21,204,757.23","270,888.00",78.28,Germany,Xetra,EUR
9503,KANSAI ELECTRIC POWER INC,Utilities,Equity,"21,157,122.72",0.02,"21,157,122.72","1,633,680.00",12.95,Japan,Tokyo Stock Exchange,JPY
ALLE,ALLEGION PLC,Industrials,Equity,"21,117,445.00",0.02,"21,117,445.00","127,675.00",165.40,United States,New York Stock Exchange Inc.,USD
4507,SHIONOGI LTD,Health Care,Equity,"21,073,425.35",0.02,"21,073,425.35","1,199,680.00",17.57,Japan,Tokyo Stock Exchange,JPY
WRT1V,WARTSILA,Industrials,Equity,"21,014,683.22",0.02,"21,014,683.22","746,175.00",28.16,Finland,Nasdaq Omx Helsinki Ltd.,EUR
EG,EVEREST GROUP LTD,Financials,Equity,"20,963,597.68",0.02,"20,963,597.68","63,929.00",327.92,United States,New York Stock Exchange Inc.,USD
STMN,STRAUMANN HOLDING AG,Health Care,Equity,"20,947,063.24",0.02,"20,947,063.24","165,132.00",126.85,Switzerland,SIX Swiss Exchange,CHF
WN,GEORGE WESTON LTD,Consumer Staples,Equity,"20,884,239.12",0.02,"20,884,239.12","108,494.00",192.49,Canada,Toronto Stock Exchange,CAD
WPC,W. P. CAREY REIT INC,Real Estate,Equity,"20,866,215.72",0.02,"20,866,215.72","315,581.00",66.12,United States,New York Stock Exchange Inc.,USD
AVY,AVERY DENNISON CORP,Materials,Equity,"20,857,956.93",0.02,"20,857,956.93","124,029.00",168.17,United States,New York Stock Exchange Inc.,USD
HEI,HEICO CORP,Industrials,Equity,"20,820,596.40",0.02,"20,820,596.40","66,477.00",313.20,United States,New York Stock Exchange Inc.,USD
COH,COCHLEAR LTD,Health Care,Equity,"20,794,470.16",0.02,"20,794,470.16","102,579.00",202.72,Australia,Asx - All Markets,AUD
GGG,GRACO INC,Industrials,Equity,"20,784,289.68",0.02,"20,784,289.68","247,786.00",83.88,United States,New York Stock Exchange Inc.,USD
LISP,CHOCOLADEFABRIKEN LINDT & SPRUENGL,Consumer Staples,Equity,"20,765,165.69",0.02,"20,765,165.69","1,411.00","14,716.63",Switzerland,SIX Swiss Exchange,CHF
WSO,WATSCO INC,Industrials,Equity,"20,723,445.75",0.02,"20,723,445.75","48,391.00",428.25,United States,New York Stock Exchange Inc.,USD
BIRG,BANK OF IRELAND GROUP PLC,Financials,Equity,"20,709,992.36",0.02,"20,709,992.36","1,520,673.00",13.62,Ireland,Irish Stock Exchange - All Market,EUR
SN.,SMITH AND NEPHEW PLC,Health Care,Equity,"20,561,350.61",0.02,"20,561,350.61","1,162,425.00",17.69,United Kingdom,London Stock Exchange,GBP
EMA,EMERA INC,Utilities,Equity,"20,533,411.13",0.02,"20,533,411.13","436,624.00",47.03,Canada,Toronto Stock Exchange,CAD
RCI.B,ROGERS COMMUNICATIONS NON-VOTING I,Communication,Equity,"20,344,319.28",0.02,"20,344,319.28","604,693.00",33.64,Canada,Toronto Stock Exchange,CAD
CNC,CENTENE CORP,Health Care,Equity,"20,344,802.13",0.02,"20,344,802.13","785,817.00",25.89,United States,New York Stock Exchange Inc.,USD
EQT,EQT,Financials,Equity,"20,353,284.76",0.02,"20,353,284.76","591,251.00",34.42,Sweden,Nasdaq Omx Nordic,SEK
1605,INPEX CORP,Energy,Equity,"20,325,856.21",0.02,"20,325,856.21","1,415,657.00",14.36,Japan,Tokyo Stock Exchange,JPY
CCH,COCA COLA HBC AG,Consumer Staples,Equity,"20,305,253.93",0.02,"20,305,253.93","389,576.00",52.12,United Kingdom,London Stock Exchange,GBP
CPU,COMPUTERSHARE LTD,Industrials,Equity,"20,261,356.40",0.02,"20,261,356.40","773,675.00",26.19,Australia,Asx - All Markets,AUD
ARX,ARC RESOURCES LTD,Energy,Equity,"20,271,059.45",0.02,"20,271,059.45","1,017,650.00",19.92,Canada,Toronto Stock Exchange,CAD
SCHP,SCHINDLER HOLDING PAR AG,Industrials,Equity,"20,240,851.29",0.02,"20,240,851.29","55,652.00",363.70,Switzerland,SIX Swiss Exchange,CHF
IAG,INSURANCE AUSTRALIA GROUP LTD,Financials,Equity,"20,196,075.97",0.02,"20,196,075.97","3,588,521.00",5.63,Australia,Asx - All Markets,AUD
11,HANG SENG BANK LTD,Financials,Equity,"20,179,564.32",0.02,"20,179,564.32","1,394,415.00",14.47,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
8473,SBI HOLDINGS INC,Financials,Equity,"20,142,776.63",0.02,"20,142,776.63","498,900.00",40.37,Japan,Tokyo Stock Exchange,JPY
UTHR,UNITED THERAPEUTICS CORP,Health Care,Equity,"20,120,508.10",0.02,"20,120,508.10","66,010.00",304.81,United States,NASDAQ,USD
URW,UNIBAIL RODAMCO WE STAPLED UNITS,Real Estate,Equity,"20,077,308.37",0.02,"20,077,308.37","199,070.00",100.86,France,Nyse Euronext - Euronext Paris,EUR
WTC,WISETECH GLOBAL LTD,Information Technology,Equity,"20,059,946.68",0.02,"20,059,946.68","269,561.00",74.42,Australia,Asx - All Markets,AUD
6988,NITTO DENKO CORP,Materials,Equity,"20,003,281.46",0.02,"20,003,281.46","928,355.00",21.55,Japan,Tokyo Stock Exchange,JPY
KIM,KIMCO REALTY REIT CORP,Real Estate,Equity,"19,914,112.46",0.02,"19,914,112.46","935,374.00",21.29,United States,New York Stock Exchange Inc.,USD
BBY,BEST BUY INC,Consumer Discretionary,Equity,"19,836,394.92",0.02,"19,836,394.92","296,154.00",66.98,United States,New York Stock Exchange Inc.,USD
7733,OLYMPUS CORP,Health Care,Equity,"19,796,257.59",0.02,"19,796,257.59","1,625,200.00",12.18,Japan,Tokyo Stock Exchange,JPY
9104,MITSUI OSK LINES LTD,Industrials,Equity,"19,734,545.08",0.02,"19,734,545.08","606,200.00",32.55,Japan,Tokyo Stock Exchange,JPY
RDDT,REDDIT INC CLASS A,Communication,Equity,"19,742,759.85",0.02,"19,742,759.85","99,165.00",199.09,United States,New York Stock Exchange Inc.,USD
INCY,INCYTE CORP,Health Care,Equity,"19,560,817.57",0.02,"19,560,817.57","251,667.00",77.72,United States,NASDAQ,USD
SOON,SONOVA HOLDING AG,Health Care,Equity,"19,491,473.52",0.02,"19,491,473.52","70,940.00",274.76,Switzerland,SIX Swiss Exchange,CHF
8830,SUMITOMO REALTY & DEVELOPMENT LTD,Real Estate,Equity,"19,481,461.61",0.02,"19,481,461.61","500,513.00",38.92,Japan,Tokyo Stock Exchange,JPY
8795,T&D HOLDINGS INC,Financials,Equity,"19,419,693.34",0.02,"19,419,693.34","754,105.00",25.75,Japan,Tokyo Stock Exchange,JPY
MB,MEDIOBANCA BANCA DI CREDITO FINANZ,Financials,Equity,"19,319,861.67",0.02,"19,319,861.67","841,512.00",22.96,Italy,Borsa Italiana,EUR
LYB,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,Equity,"19,284,891.88",0.02,"19,284,891.88","371,006.00",51.98,United States,New York Stock Exchange Inc.,USD
S63,SINGAPORE TECHNOLOGIES ENGINEERING,Industrials,Equity,"19,241,263.68",0.02,"19,241,263.68","2,791,500.00",6.89,Singapore,Singapore Exchange,SGD
DKS,DICKS SPORTING INC,Consumer Discretionary,Equity,"19,192,540.14",0.02,"19,192,540.14","90,437.00",212.22,United States,New York Stock Exchange Inc.,USD
TRN,TERNA RETE ELETTRICA NAZIONALE,Utilities,Equity,"19,176,992.91",0.02,"19,176,992.91","1,945,610.00",9.86,Italy,Borsa Italiana,EUR
EDP,EDP ENERGIAS DE PORTUGAL SA,Utilities,Equity,"19,106,430.51",0.02,"19,106,430.51","4,428,815.00",4.31,Portugal,Nyse Euronext - Euronext Lisbon,EUR
SPSN,SWISS PRIME SITE AG,Real Estate,Equity,"19,097,279.90",0.02,"19,097,279.90","135,112.00",141.34,Switzerland,SIX Swiss Exchange,CHF
CCK,CROWN HOLDINGS INC,Materials,Equity,"19,013,396.48",0.02,"19,013,396.48","193,856.00",98.08,United States,New York Stock Exchange Inc.,USD
RPRX,ROYALTY PHARMA PLC CLASS A,Health Care,Equity,"18,949,313.50",0.02,"18,949,313.50","499,850.00",37.91,United States,NASDAQ,USD
KOG,KONGSBERG GRUPPEN,Industrials,Equity,"18,847,659.89",0.02,"18,847,659.89","622,588.00",30.27,Norway,Oslo Bors Asa,NOK
1928,SEKISUI HOUSE LTD,Consumer Discretionary,Equity,"18,849,694.18",0.02,"18,849,694.18","857,013.00",21.99,Japan,Tokyo Stock Exchange,JPY
TLS,TELSTRA GROUP LTD,Communication,Equity,"18,740,899.06",0.02,"18,740,899.06","5,800,789.00",3.23,Australia,Asx - All Markets,AUD
TOU,TOURMALINE OIL CORP,Energy,Equity,"18,712,147.69",0.02,"18,712,147.69","445,136.00",42.04,Canada,Toronto Stock Exchange,CAD
G1A,GEA GROUP AG,Industrials,Equity,"18,691,428.15",0.02,"18,691,428.15","253,302.00",73.79,Germany,Xetra,EUR
4684,OBIC LTD,Information Technology,Equity,"18,593,297.03",0.02,"18,593,297.03","500,820.00",37.13,Japan,Tokyo Stock Exchange,JPY
JHX,JAMES HARDIE INDUSTRIES CDI PLC,Materials,Equity,"18,568,939.19",0.02,"18,568,939.19","696,168.00",26.67,Australia,Asx - All Markets,AUD
QIA,QIAGEN NV,Health Care,Equity,"18,532,068.42",0.02,"18,532,068.42","370,557.00",50.01,Germany,Deutsche Boerse Xetra,EUR
JKHY,JACK HENRY AND ASSOCIATES INC,Financials,Equity,"18,264,420.20",0.02,"18,264,420.20","110,020.00",166.01,United States,NASDAQ,USD
BG,BUNGE GLOBAL SA,Consumer Staples,Equity,"18,240,299.76",0.02,"18,240,299.76","221,336.00",82.41,United States,New York Stock Exchange Inc.,USD
PST,POSTE ITALIANE,Financials,Equity,"18,225,893.41",0.02,"18,225,893.41","811,440.00",22.46,Italy,Borsa Italiana,EUR
BMRN,BIOMARIN PHARMACEUTICAL INC,Health Care,Equity,"18,147,162.11",0.02,"18,147,162.11","293,027.00",61.93,United States,NASDAQ,USD
1CO,COVESTRO V AG,Materials,Equity,"18,130,564.47",0.02,"18,130,564.47","265,241.00",68.36,Germany,Xetra,EUR
CPT,CAMDEN PROPERTY TRUST REIT,Real Estate,Equity,"18,055,182.30",0.02,"18,055,182.30","167,690.00",107.67,United States,New York Stock Exchange Inc.,USD
DOC,HEALTHPEAK PROPERTIES INC,Real Estate,Equity,"18,038,223.36",0.02,"18,038,223.36","1,049,344.00",17.19,United States,New York Stock Exchange Inc.,USD
CNA,CENTRICA PLC,Utilities,Equity,"17,966,619.23",0.02,"17,966,619.23","8,213,493.00",2.19,United Kingdom,London Stock Exchange,GBP
SY1,SYMRISE AG,Materials,Equity,"17,929,893.00",0.02,"17,929,893.00","193,006.00",92.90,Germany,Xetra,EUR
ARE,ALEXANDRIA REAL ESTATE EQUITIES RE,Real Estate,Equity,"17,891,246.96",0.02,"17,891,246.96","228,964.00",78.14,United States,New York Stock Exchange Inc.,USD
6,POWER ASSETS HOLDINGS LTD,Utilities,Equity,"17,877,709.78",0.02,"17,877,709.78","2,685,865.00",6.66,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
STN,STANTEC INC,Industrials,Equity,"17,879,018.97",0.02,"17,879,018.97","160,840.00",111.16,Canada,Toronto Stock Exchange,CAD
NEM,NEMETSCHEK,Information Technology,Equity,"17,843,602.99",0.02,"17,843,602.99","116,611.00",153.02,Germany,Xetra,EUR
JBHT,JB HUNT TRANSPORT SERVICES INC,Industrials,Equity,"17,835,528.60",0.02,"17,835,528.60","124,515.00",143.24,United States,NASDAQ,USD
BEI,BEIERSDORF AG,Consumer Staples,Equity,"17,828,153.36",0.02,"17,828,153.36","144,735.00",123.18,Germany,Xetra,EUR
2503,KIRIN HOLDINGS LTD,Consumer Staples,Equity,"17,811,929.33",0.02,"17,811,929.33","1,308,560.00",13.61,Japan,Tokyo Stock Exchange,JPY
OC,OWENS CORNING,Industrials,Equity,"17,805,556.16",0.02,"17,805,556.16","126,424.00",140.84,United States,New York Stock Exchange Inc.,USD
KNIN,KUEHNE UND NAGEL INTERNATIONAL AG,Industrials,Equity,"17,696,879.22",0.02,"17,696,879.22","86,085.00",205.57,Switzerland,SIX Swiss Exchange,CHF
UU.,UNITED UTILITIES GROUP PLC,Utilities,Equity,"17,671,746.91",0.02,"17,671,746.91","1,150,305.00",15.36,United Kingdom,London Stock Exchange,GBP
MONC,MONCLER,Consumer Discretionary,Equity,"17,628,702.36",0.02,"17,628,702.36","324,778.00",54.28,Italy,Borsa Italiana,EUR
AGS,AGEAS SA,Financials,Equity,"17,556,250.23",0.02,"17,556,250.23","252,146.00",69.63,Belgium,Nyse Euronext - Euronext Brussels,EUR
GLPI,GAMING AND LEISURE PROPERTIES REIT,Real Estate,Equity,"17,507,377.80",0.02,"17,507,377.80","376,260.00",46.53,United States,NASDAQ,USD
CNH,CNH INDUSTRIAL N.V. NV,Industrials,Equity,"17,466,698.38",0.02,"17,466,698.38","1,384,049.00",12.62,United States,New York Stock Exchange Inc.,USD
POOL,POOL CORP,Consumer Discretionary,Equity,"17,452,161.20",0.02,"17,452,161.20","55,940.00",311.98,United States,NASDAQ,USD
PME,PRO MEDICUS LTD,Health Care,Equity,"17,374,658.89",0.02,"17,374,658.89","85,010.00",204.38,Australia,Asx - All Markets,AUD
AKAM,AKAMAI TECHNOLOGIES INC,Information Technology,Equity,"17,370,868.05",0.02,"17,370,868.05","235,857.00",73.65,United States,NASDAQ,USD
ADM,ADMIRAL GROUP PLC,Financials,Equity,"17,342,153.86",0.02,"17,342,153.86","379,788.00",45.66,United Kingdom,London Stock Exchange,GBP
Z,ZILLOW GROUP INC CLASS C,Real Estate,Equity,"17,264,662.06",0.01,"17,264,662.06","209,294.00",82.49,United States,NASDAQ,USD
IEX,IDEX CORP,Industrials,Equity,"17,226,896.96",0.01,"17,226,896.96","106,444.00",161.84,United States,New York Stock Exchange Inc.,USD
ENTG,ENTEGRIS INC,Information Technology,Equity,"17,228,226.06",0.01,"17,228,226.06","234,909.00",73.34,United States,NASDAQ,USD
MNDY,MONDAYCOM LTD,Information Technology,Equity,"17,216,244.96",0.01,"17,216,244.96","68,876.00",249.96,Israel,NASDAQ,USD
NDSN,NORDSON CORP,Industrials,Equity,"17,154,562.62",0.01,"17,154,562.62","80,169.00",213.98,United States,NASDAQ,USD
UDR,UDR REIT INC,Real Estate,Equity,"17,064,311.70",0.01,"17,064,311.70","442,654.00",38.55,United States,New York Stock Exchange Inc.,USD
AGN,AEGON LTD,Financials,Equity,"16,986,676.65",0.01,"16,986,676.65","2,374,957.00",7.15,Netherlands,Euronext Amsterdam,EUR
COLO B,COLOPLAST B,Health Care,Equity,"16,926,753.02",0.01,"16,926,753.02","181,476.00",93.27,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
SRG,SNAM,Utilities,Equity,"16,916,274.04",0.01,"16,916,274.04","2,830,082.00",5.98,Italy,Borsa Italiana,EUR
ANTO,ANTOFAGASTA PLC,Materials,Equity,"16,907,240.84",0.01,"16,907,240.84","659,868.00",25.62,United Kingdom,London Stock Exchange,GBP
9532,OSAKA GAS LTD,Utilities,Equity,"16,803,171.38",0.01,"16,803,171.38","625,011.00",26.88,Japan,Tokyo Stock Exchange,JPY
KRX,KINGSPAN GROUP PLC,Industrials,Equity,"16,781,567.18",0.01,"16,781,567.18","207,871.00",80.73,Ireland,Irish Stock Exchange - All Market,EUR
SJM,JM SMUCKER,Consumer Staples,Equity,"16,766,279.20",0.01,"16,766,279.20","152,977.00",109.60,United States,New York Stock Exchange Inc.,USD
X,TMX GROUP LTD,Financials,Equity,"16,767,073.24",0.01,"16,767,073.24","398,659.00",42.06,Canada,Toronto Stock Exchange,CAD
SMIN,SMITHS GROUP PLC,Industrials,Equity,"16,759,653.55",0.01,"16,759,653.55","540,789.00",30.99,United Kingdom,London Stock Exchange,GBP
AGI,ALAMOS GOLD INC CLASS A,Materials,Equity,"16,647,607.07",0.01,"16,647,607.07","634,667.00",26.23,Canada,Toronto Stock Exchange,CAD
RTO,RENTOKIL INITIAL PLC,Industrials,Equity,"16,653,958.01",0.01,"16,653,958.01","3,520,131.00",4.73,United Kingdom,London Stock Exchange,GBP
1812,KAJIMA CORP,Industrials,Equity,"16,572,316.08",0.01,"16,572,316.08","620,967.00",26.69,Japan,Tokyo Stock Exchange,JPY
BALN,BALOISE HOLDING AG,Financials,Equity,"16,561,043.54",0.01,"16,561,043.54","66,314.00",249.74,Switzerland,SIX Swiss Exchange,CHF
H,HYDRO ONE LTD,Utilities,Equity,"16,533,279.05",0.01,"16,533,279.05","456,204.00",36.24,Canada,Toronto Stock Exchange,CAD
BAX,BAXTER INTERNATIONAL INC,Health Care,Equity,"16,495,344.92",0.01,"16,495,344.92","722,213.00",22.84,United States,New York Stock Exchange Inc.,USD
MG,MAGNA INTERNATIONAL INC,Consumer Discretionary,Equity,"16,436,646.16",0.01,"16,436,646.16","393,928.00",41.73,Canada,Toronto Stock Exchange,CAD
CARL B,CARLSBERG AS CL B,Consumer Staples,Equity,"16,422,599.70",0.01,"16,422,599.70","128,654.00",127.65,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
PAYC,PAYCOM SOFTWARE INC,Industrials,Equity,"16,382,212.98",0.01,"16,382,212.98","73,374.00",223.27,United States,New York Stock Exchange Inc.,USD
BVI,BUREAU VERITAS SA,Industrials,Equity,"16,307,584.41",0.01,"16,307,584.41","525,320.00",31.04,France,Nyse Euronext - Euronext Paris,EUR
ABN,ABN AMRO BANK NV,Financials,Equity,"16,270,932.31",0.01,"16,270,932.31","564,296.00",28.83,Netherlands,Euronext Amsterdam,EUR
GFL,GFL ENVIRONMENTAL SUBORDINATE VOTI,Industrials,Equity,"16,261,560.68",0.01,"16,261,560.68","324,091.00",50.18,Canada,Toronto Stock Exchange,CAD
AMH,AMERICAN HOMES RENT REIT CLASS A,Real Estate,Equity,"16,195,777.92",0.01,"16,195,777.92","459,064.00",35.28,United States,New York Stock Exchange Inc.,USD
ENX,EURONEXT NV,Financials,Equity,"16,136,828.84",0.01,"16,136,828.84","100,014.00",161.35,France,Nyse Euronext - Euronext Paris,EUR
EXO,EXOR NV,Financials,Equity,"16,048,927.64",0.01,"16,048,927.64","162,197.00",98.95,Netherlands,Euronext Amsterdam,EUR
DSCT,ISRAEL DISCOUNT BANK LTD,Financials,Equity,"15,994,648.10",0.01,"15,994,648.10","1,745,729.00",9.16,Israel,Tel Aviv Stock Exchange,ILS
NWSA,NEWS CORP CLASS A,Communication,Equity,"15,824,039.66",0.01,"15,824,039.66","540,254.00",29.29,United States,NASDAQ,USD
1113,CK ASSET HOLDINGS LTD,Real Estate,Equity,"15,703,243.45",0.01,"15,703,243.45","3,399,540.00",4.62,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
6326,KUBOTA CORP,Industrials,Equity,"15,696,049.41",0.01,"15,696,049.41","1,398,371.00",11.22,Japan,Tokyo Stock Exchange,JPY
ASRNL,ASR NEDERLAND NV,Financials,Equity,"15,679,661.50",0.01,"15,679,661.50","231,659.00",67.68,Netherlands,Euronext Amsterdam,EUR
ELS,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,Equity,"15,672,713.10",0.01,"15,672,713.10","252,582.00",62.05,United States,New York Stock Exchange Inc.,USD
RVTY,REVVITY INC,Health Care,Equity,"15,661,863.48",0.01,"15,661,863.48","176,611.00",88.68,United States,New York Stock Exchange Inc.,USD
PSON,PEARSON PLC,Consumer Discretionary,Equity,"15,651,018.83",0.01,"15,651,018.83","1,044,985.00",14.98,United Kingdom,London Stock Exchange,GBP
BNZL,BUNZL,Industrials,Equity,"15,615,502.71",0.01,"15,615,502.71","524,565.00",29.77,United Kingdom,London Stock Exchange,GBP
8697,JAPAN EXCHANGE GROUP INC,Financials,Equity,"15,600,321.48",0.01,"15,600,321.48","1,522,800.00",10.24,Japan,Tokyo Stock Exchange,JPY
AKZA,AKZO NOBEL NV,Materials,Equity,"15,600,502.64",0.01,"15,600,502.64","246,676.00",63.24,Netherlands,Euronext Amsterdam,EUR
TEL,TELENOR,Communication,Equity,"15,581,874.90",0.01,"15,581,874.90","986,740.00",15.79,Norway,Oslo Bors Asa,NOK
3626,TIS INC,Information Technology,Equity,"15,554,783.14",0.01,"15,554,783.14","461,000.00",33.74,Japan,Tokyo Stock Exchange,JPY
NICE,NICE LTD,Information Technology,Equity,"15,524,394.13",0.01,"15,524,394.13","100,824.00",153.98,Israel,Tel Aviv Stock Exchange,ILS
UHS,UNIVERSAL HEALTH SERVICES INC CLAS,Health Care,Equity,"15,501,564.00",0.01,"15,501,564.00","94,120.00",164.70,United States,New York Stock Exchange Inc.,USD
FME,FRESENIUS MEDICAL CARE AG,Health Care,Equity,"15,427,985.25",0.01,"15,427,985.25","313,492.00",49.21,Germany,Xetra,EUR
SGRO,SEGRO REIT PLC,Real Estate,Equity,"15,411,027.05",0.01,"15,411,027.05","1,786,259.00",8.63,United Kingdom,London Stock Exchange,GBP
PAAS,PAN AMERICAN SILVER CORP,Materials,Equity,"15,400,942.45",0.01,"15,400,942.45","528,923.00",29.12,Canada,Toronto Stock Exchange,CAD
EFN,ELEMENT FLEET MANAGEMENT CORP,Industrials,Equity,"15,148,616.75",0.01,"15,148,616.75","567,014.00",26.72,Canada,Toronto Stock Exchange,CAD
ALGN,ALIGN TECHNOLOGY INC,Health Care,Equity,"15,143,646.00",0.01,"15,143,646.00","108,440.00",139.65,United States,NASDAQ,USD
SVT,SEVERN TRENT PLC,Utilities,Equity,"15,132,648.61",0.01,"15,132,648.61","423,936.00",35.70,United Kingdom,London Stock Exchange,GBP
9697,CAPCOM LTD,Communication,Equity,"15,133,048.93",0.01,"15,133,048.93","563,600.00",26.85,Japan,Tokyo Stock Exchange,JPY
GIL,GILDAN ACTIVEWEAR INC,Consumer Discretionary,Equity,"15,088,952.07",0.01,"15,088,952.07","287,424.00",52.50,Canada,Toronto Stock Exchange,CAD
LIFCO B,LIFCO CLASS B,Industrials,Equity,"15,012,540.55",0.01,"15,012,540.55","419,594.00",35.78,Sweden,Nasdaq Omx Nordic,SEK
MRO,MELROSE INDUSTRIES PLC,Industrials,Equity,"14,989,271.24",0.01,"14,989,271.24","1,961,571.00",7.64,United Kingdom,London Stock Exchange,GBP
WTB,WHITBREAD PLC,Consumer Discretionary,Equity,"14,993,490.33",0.01,"14,993,490.33","376,199.00",39.86,United Kingdom,London Stock Exchange,GBP
1802,OBAYASHI CORP,Industrials,Equity,"14,849,415.52",0.01,"14,849,415.52","936,272.00",15.86,Japan,Tokyo Stock Exchange,JPY
3407,ASAHI KASEI CORP,Materials,Equity,"14,858,347.83",0.01,"14,858,347.83","2,008,056.00",7.40,Japan,Tokyo Stock Exchange,JPY
WTRG,ESSENTIAL UTILITIES INC,Utilities,Equity,"14,840,096.96",0.01,"14,840,096.96","391,456.00",37.91,United States,New York Stock Exchange Inc.,USD
BESI,BE SEMICONDUCTOR INDUSTRIES NV,Information Technology,Equity,"14,781,710.25",0.01,"14,781,710.25","110,844.00",133.36,Netherlands,Euronext Amsterdam,EUR
BKT,BANKINTER SA,Financials,Equity,"14,706,468.64",0.01,"14,706,468.64","1,016,814.00",14.46,Spain,Bolsa De Madrid,EUR
GALP,GALP ENERGIA SGPS SA CLASS B,Energy,Equity,"14,694,871.02",0.01,"14,694,871.02","776,129.00",18.93,Portugal,Nyse Euronext - Euronext Lisbon,EUR
